,Id,annotation type,concat(substructures.Id),weighted,copy.Id,work,position,"position (f, concat)",no visual,remarkable,detail description,transcription,printed page.Id,persons.Id,ownership.Id,Descriptions,"content tags.id (f, concat)","description.id (f, concat)","material.id (f, concat)",material,public
0,46,mark-up/symbol,40,1,1494,7,margin,1,No,No,,,23,,,,,,1,pen,Yes
1,47,text/number,40,1,1494,7,margin,1,No,No,,,23,,,,,,2,pencil,Yes
2,48,text/number,40,1,1494,7,margin,1,No,No,,,24,,,,,,2,pencil,Yes
3,49,mark-up/symbol,40,1,1494,7,margin,1,No,No,,,24,,,,,,2,pencil,Yes
4,52,text/number,42,1,1494,7,margin,1,No,No,,,26,,,,,,2,pencil,Yes
5,53,mark-up/symbol,42,1,1494,7,margin,1,No,No,,,26,,,,,,2,pencil,Yes
6,54,text/number,42,1,1494,7,margin,1,No,No,,,27,,,,,,2,pencil,Yes
7,55,mark-up/symbol,42,1,1494,7,margin,1,No,No,,,27,,,,,,2,pencil,Yes
8,56,text/number,43,1,1494,7,margin,1,No,No,,,28,,,,,,2,pencil,Yes
9,57,mark-up/symbol,43,1,1494,7,margin,1,No,No,,,28,,,,,,2,pencil,Yes
10,58,text/number,"44, 43",1,1494,7,margin,1,No,No,,,29,,,,,,2,pencil,Yes
11,59,mark-up/symbol,"44, 43",1,1494,7,margin,1,No,No,,,29,,,,,,2,pencil,Yes
12,65,underlining/highlighting,"60, 59",1,1494,7,in-line,2,Yes,No,initial D colored in red,,33,,,,,,3,color,Yes
13,66,text/number,"63, 62",1,1494,7,margin,1,No,No,,,34,,,,,,2,pencil,Yes
14,67,mark-up/symbol,"63, 62",1,1494,7,margin,1,No,No,,,34,,,,,,2,pencil,Yes
15,69,mark-up/symbol,"92, 91",1,1494,7,margin,1,No,No,,,35,,,,,,2,pencil,Yes
16,70,text/number,93,1,1494,7,margin,1,No,No,,,36,,,,,,2,pencil,Yes
17,71,mark-up/symbol,93,1,1494,7,margin,1,No,No,,,36,,,,,,2,pencil,Yes
18,72,text/number,98,1,1494,7,margin,1,No,No,,,37,,,,,,2,pencil,Yes
19,73,mark-up/symbol,98,1,1494,7,margin,1,No,No,,,37,,,,,,2,pencil,Yes
20,74,text/number,"101, 100",1,1494,7,margin,1,No,No,,,38,,,,,,2,pencil,Yes
21,75,mark-up/symbol,"101, 100",1,1494,7,margin,1,No,No,,,38,,,,,,2,pencil,Yes
22,76,text/number,"112, 111",1,1494,7,margin,1,No,No,,,39,,,,,,2,pencil,Yes
23,77,mark-up/symbol,"112, 111",1,1494,7,margin,1,No,No,,,39,,,,,,2,pencil,Yes
24,78,text/number,"113, 112",1,1494,7,margin,1,No,No,,,40,,,,,,2,pencil,Yes
25,79,mark-up/symbol,"113, 112",1,1494,7,margin,1,No,No,,,40,,,,,,2,pencil,Yes
26,80,text/number,116,1,1494,7,margin,1,No,No,,,41,,,,,,2,pencil,Yes
27,81,mark-up/symbol,116,1,1494,7,margin,1,No,No,,,41,,,,,,2,pencil,Yes
28,83,mark-up/symbol,116,1,1494,7,margin,1,No,No,,,42,,,,,,2,pencil,Yes
29,84,text/number,"121, 120",1,1494,7,margin,1,No,No,,,43,,,,,,2,pencil,Yes
30,85,mark-up/symbol,"121, 120",1,1494,7,margin,1,No,No,,,43,,,,,,2,pencil,Yes
31,86,text/number,121,1,1494,7,margin,1,No,No,,,44,,,,,,2,pencil,Yes
32,87,mark-up/symbol,121,1,1494,7,margin,1,No,No,,,44,,,,,,2,pencil,Yes
33,88,text/number,123,1,1494,7,margin,1,No,No,,,45,,,,,,2,pencil,Yes
34,89,mark-up/symbol,123,1,1494,7,margin,1,No,No,,,45,,,,,,2,pencil,Yes
35,90,text/number,151,1,1494,7,margin,1,No,No,,,46,,,,,,2,pencil,Yes
36,91,mark-up/symbol,151,1,1494,7,"margin, in-line","1,2",No,No,,,46,,,,,,2,pencil,Yes
37,92,text/number,"152, 151",1,1494,7,margin,1,No,No,,,47,,,,,,2,pencil,Yes
38,93,mark-up/symbol,"152, 151",1,1494,7,margin,1,No,No,,,47,,,,,,2,pencil,Yes
39,94,text/number,152,1,1494,7,margin,1,No,No,,,48,,,,,,2,pencil,Yes
40,95,mark-up/symbol,152,1,1494,7,margin,1,No,No,,,48,,,,,,2,pencil,Yes
41,97,text/number,154,1,1494,7,margin,1,No,No,,,50,,,,,,2,pencil,Yes
42,98,mark-up/symbol,154,1,1494,7,margin,1,No,No,,,50,,,,,,2,pencil,Yes
43,100,text/number,152,2,1092,7,margin,1,No,Yes,,,52,28.0,,content criticism,"4,5",13,1,pen,Yes
44,105,text/number,171,1,1514,7,in-line,2,No,No,,,55,,,,,,1,pen,Yes
45,217,text/number,,1,1354,7,blank page,3,No,No,,,138,,,,,,"1,2","pen, pencil",Yes
46,220,text/number,38,1,1354,7,margin,1,No,No,,,141,,,,,,2,pencil,Yes
47,228,text/number,,1,1354,7,blank page,3,No,No,,,147,,,,,,2,pencil,Yes
48,233,text/number,,1,1090,7,blank page,3,No,No,,,150,,,,,,2,pencil,Yes
49,234,stamp,,1,1090,7,blank page,3,No,No,,,151,,,,,,,,Yes
50,235,stamp,171,2,1090,7,in-line,2,No,No,,,152,,,,,,,,Yes
51,236,text/number,171,1,1090,7,in-line,2,No,No,,,152,,,,,,1,pen,Yes
52,238,cross-out/blackening,36,2,1090,7,in-line,2,No,No,,,154,,,censorship,,3,1,pen,Yes
53,240,cross-out/blackening,38,2,1090,7,in-line,2,No,No,,,156,,,censorship,,3,1,pen,Yes
54,241,text/number,40,2,1090,7,margin,1,No,No,,,157,,,,,,1,pen,Yes
55,246,stamp,149,1,1090,7,margin,1,No,No,,,160,,,,,,,,Yes
56,249,pasted label,,1,1020,7,blank page,3,No,No,,,192,,,,,,5,printed,Yes
57,250,text/number,171,1,1020,7,margin,1,No,No,,,193,,,,,,1,pen,Yes
58,251,stamp,171,1,1020,7,margin,1,No,No,,,193,,,,,,,,Yes
59,252,text/number,35,1,1020,7,margin,1,No,No,,,194,,,,,,2,pencil,Yes
60,253,underlining/highlighting,35,1,1020,7,in-line,2,No,No,,,195,,,,,,1,pen,Yes
61,254,underlining/highlighting,35,1,1020,7,in-line,2,No,No,,,196,,,,,,1,pen,Yes
62,257,text/number,36,1,1020,7,margin,1,No,No,,,198,,,,,,2,pencil,Yes
63,258,text/number,35,1,1020,7,margin,1,No,No,,,195,,,,,,2,pencil,Yes
64,259,text/number,36,1,1020,7,margin,1,No,No,,,199,,,,,,1,pen,Yes
65,260,text/number,36,1,1020,7,margin,1,No,No,,,200,,,,,,1,pen,Yes
66,261,underlining/highlighting,36,1,1020,7,in-line,2,No,No,,,200,,,,,,1,pen,Yes
67,262,underlining/highlighting,36,1,1020,7,in-line,2,No,No,,,201,,,,,,1,pen,Yes
68,263,text/number,37,1,1020,7,margin,1,No,No,,,202,,,,,,2,pencil,Yes
69,265,text/number,38,1,1020,7,margin,1,No,No,,,204,,,,,,2,pencil,Yes
70,266,text/number,38,1,1020,7,margin,1,No,No,,,205,,,,,,2,pencil,Yes
71,267,underlining/highlighting,40,1,1020,7,in-line,2,No,No,,,206,,,,,,1,pen,Yes
72,269,mark-up/symbol,40,1,1020,7,margin,1,No,No,,,206,,,,,,1,pen,Yes
73,270,mark-up/symbol,40,1,1020,7,margin,1,No,No,,,207,,,,,,1,pen,Yes
74,271,underlining/highlighting,40,1,1020,7,in-line,2,No,No,,,207,,,,,,1,pen,Yes
75,272,cross-out/blackening,40,1,1020,7,in-line,2,No,No,,,207,,,,,,1,pen,Yes
76,273,text/number,40,1,1020,7,margin,1,No,No,,,207,,,,,,1,pen,Yes
77,274,mark-up/symbol,40,1,1020,7,margin,1,No,No,,,208,,,,,,1,pen,Yes
78,275,underlining/highlighting,40,1,1020,7,in-line,2,No,No,,,208,,,,,,1,pen,Yes
79,276,text/number,40,1,1020,7,margin,1,No,No,,,209,,,,,,1,pen,Yes
80,277,underlining/highlighting,40,1,1020,7,in-line,2,No,No,,,209,,,,,,1,pen,Yes
81,278,mark-up/symbol,40,1,1020,7,margin,1,No,No,,,210,,,,,,1,pen,Yes
82,279,underlining/highlighting,40,1,1020,7,in-line,2,No,No,,,210,,,,,,1,pen,Yes
83,280,text/number,40,2,1020,7,margin,1,No,No,,,211,,,,,,1,pen,Yes
84,281,text/number,40,2,1020,7,margin,1,No,No,,,212,,,,,,1,pen,Yes
85,282,mark-up/symbol,"41, 40",1,1020,7,margin,1,No,No,,,213,,,,,,1,pen,Yes
86,283,text/number,"41, 40",1,1020,7,margin,1,No,No,,,213,,,,,,1,pen,Yes
87,284,underlining/highlighting,41,1,1020,7,in-line,2,No,No,,,214,,,,,,1,pen,Yes
88,285,mark-up/symbol,41,1,1020,7,margin,1,No,No,,,214,,,,,,1,pen,Yes
89,286,text/number,41,1,1020,7,margin,1,No,No,,,214,,,,,,1,pen,Yes
90,287,underlining/highlighting,41,1,1020,7,in-line,2,No,No,,,215,,,,,,1,pen,Yes
91,288,underlining/highlighting,41,1,1020,7,in-line,2,No,No,,,216,,,,,,1,pen,Yes
92,291,stamp,41,1,1020,7,margin,1,No,No,,,216,,,,,,,,Yes
93,292,underlining/highlighting,42,1,1020,7,in-line,2,No,No,,,217,,,,,,1,pen,Yes
94,293,mark-up/symbol,"44, 43",1,1020,7,margin,1,No,No,,,218,,,,,,1,pen,Yes
95,294,underlining/highlighting,45,1,1020,7,in-line,2,No,No,,,219,,,,,,1,pen,Yes
96,295,underlining/highlighting,46,1,1020,7,in-line,2,No,No,,,220,,,,,,1,pen,Yes
97,296,underlining/highlighting,46,1,1020,7,in-line,2,No,No,,,221,,,,,,1,pen,Yes
98,297,text/number,46,1,1020,7,margin,1,No,No,,,221,,,,,,1,pen,Yes
99,298,underlining/highlighting,46,1,1020,7,in-line,2,No,No,,,222,,,,,,1,pen,Yes
100,299,text/number,46,1,1020,7,margin,1,No,No,,,223,,,,,,1,pen,Yes
101,300,text/number,46,1,1020,7,margin,1,No,No,,,224,,,,,,1,pen,Yes
102,301,underlining/highlighting,47,2,1020,7,in-line,2,No,No,,,225,,,,,,1,pen,Yes
103,302,text/number,47,1,1020,7,margin,1,No,No,,,225,,,,,,1,pen,Yes
104,303,mark-up/symbol,47,1,1020,7,margin,1,No,No,,,225,,,,,,1,pen,Yes
105,304,underlining/highlighting,47,1,1020,7,in-line,2,No,No,,,226,,,,,,1,pen,Yes
106,305,underlining/highlighting,"48, 47",1,1020,7,in-line,2,No,No,,,227,,,,,,1,pen,Yes
107,306,text/number,"48, 47",1,1020,7,margin,1,No,No,,,227,,,,,,1,pen,Yes
108,307,mark-up/symbol,49,1,1020,7,margin,1,No,No,,,228,,,,,,1,pen,Yes
109,308,underlining/highlighting,49,1,1020,7,in-line,2,No,No,,,228,,,,,,1,pen,Yes
110,309,text/number,50,1,1020,7,margin,1,No,No,,,229,,,,,,1,pen,Yes
111,310,underlining/highlighting,"51, 50",1,1020,7,in-line,2,No,No,,,230,,,,,,1,pen,Yes
112,311,mark-up/symbol,"51, 50",1,1020,7,margin,1,No,No,,,230,,,,,,1,pen,Yes
113,312,text/number,"51, 50",1,1020,7,margin,1,No,No,,,230,,,,,,1,pen,Yes
114,313,underlining/highlighting,"52, 51",1,1020,7,in-line,2,No,No,,,231,,,,,,1,pen,Yes
115,314,mark-up/symbol,"52, 51",1,1020,7,margin,1,No,No,,,231,,,,,,1,pen,Yes
116,315,text/number,"52, 51",1,1020,7,margin,1,No,No,,,231,,,,,,1,pen,Yes
117,316,underlining/highlighting,55,1,1020,7,in-line,2,No,No,,,232,,,,,,1,pen,Yes
118,317,text/number,55,1,1020,7,margin,1,No,No,,,232,,,,,,1,pen,Yes
119,318,underlining/highlighting,55,1,1020,7,in-line,2,No,No,,,233,,,,,,1,pen,Yes
120,319,mark-up/symbol,55,1,1020,7,margin,1,No,No,,,233,,,,,,1,pen,Yes
121,320,mark-up/symbol,55,1,1020,7,margin,1,No,No,,,234,,,,,,1,pen,Yes
122,321,underlining/highlighting,55,1,1020,7,in-line,2,No,No,,,234,,,,,,1,pen,Yes
123,322,underlining/highlighting,"56, 55",1,1020,7,in-line,2,No,No,,,235,,,,,,1,pen,Yes
124,323,text/number,"56, 55",1,1020,7,margin,1,No,No,,,235,,,,,,1,pen,Yes
125,324,underlining/highlighting,56,1,1020,7,in-line,2,No,No,,,236,,,,,,1,pen,Yes
126,325,underlining/highlighting,56,2,1020,7,in-line,2,No,No,,,237,,,,,,1,pen,Yes
127,326,mark-up/symbol,56,1,1020,7,margin,1,No,No,,,237,,,,,,1,pen,Yes
128,327,underlining/highlighting,56,1,1020,7,in-line,2,No,No,,,238,,,,,,1,pen,Yes
129,328,underlining/highlighting,56,1,1020,7,in-line,2,No,No,,,239,,,,,,1,pen,Yes
130,329,underlining/highlighting,58,1,1020,7,in-line,2,No,No,,,240,,,,,,1,pen,Yes
131,330,underlining/highlighting,"59, 58",1,1020,7,in-line,2,No,No,,,241,,,,,,1,pen,Yes
132,331,underlining/highlighting,59,1,1020,7,in-line,2,No,No,,,242,,,,,,1,pen,Yes
133,332,text/number,59,1,1020,7,margin,1,No,No,,,242,,,,,,1,pen,Yes
134,333,underlining/highlighting,82,1,1020,7,in-line,2,No,No,,,243,,,,,,1,pen,Yes
135,334,stamp,95,1,1020,7,margin,1,No,No,,,244,,,,,,,,Yes
136,335,stamp,138,1,1020,7,blank page,3,No,No,,,245,,,,,,,,Yes
137,336,underlining/highlighting,153,1,1020,7,in-line,2,No,Yes,,,246,,,doxography and author names,5,7,1,pen,Yes
138,337,text/number,153,2,1020,7,margin,1,No,No,,,247,,,,,,1,pen,Yes
139,338,mark-up/symbol,153,2,1020,7,"margin, in-line","1,2",No,No,,,247,,,,,,1,pen,Yes
140,339,underlining/highlighting,153,2,1020,7,in-line,2,No,No,,,247,,,,,,1,pen,Yes
141,340,underlining/highlighting,153,1,1020,7,in-line,2,No,No,,,248,,,,,,1,pen,Yes
142,341,mark-up/symbol,153,1,1020,7,margin,1,No,No,,,248,,,,,,1,pen,Yes
143,342,text/number,,1,1020,7,blank page,3,No,No,,,249,,,,,,2,pencil,Yes
144,343,pasted label,,1,1020,7,blank page,3,No,No,,,249,,,,,,5,printed,Yes
145,464,stamp,171,1,1021,7,margin,1,No,No,,,312,,,,,,,,Yes
146,465,underlining/highlighting,171,1,1021,7,in-line,2,No,No,,,312,,,,,,1,pen,Yes
147,472,mark-up/symbol,56,1,1021,7,in-line,2,No,No,,,317,,,,,,1,pen,Yes
148,478,text/number,,1,1098,7,blank page,3,No,No,,,321,,,,,,1,pen,Yes
149,482,cross-out/blackening,38,2,1098,7,in-line,2,No,No,,,325,,,,,,1,pen,Yes
150,483,cross-out/blackening,42,1,1098,7,in-line,2,No,No,,,326,,,,,,1,pen,Yes
151,484,cross-out/blackening,43,1,1098,7,in-line,2,No,No,,,327,,,,,,1,pen,Yes
152,492,stamp,171,1,1098,7,margin,1,No,No,,,332,,,,,,,,Yes
153,493,text/number,171,1,1098,7,margin,1,No,No,,,332,,,,,,2,pencil,Yes
154,494,stamp,,1,1098,7,blank page,3,No,No,,,333,,,,,,,,Yes
155,495,text/number,,1,1098,7,blank page,3,No,No,,,334,,,,,,2,pencil,Yes
156,496,text/number,,3,1473,7,blank page,3,No,Yes,,,335,,,,,,1,pen,Yes
157,497,drawing,,2,1473,7,blank page,3,No,Yes,,,335,,,,,,1,pen,Yes
158,498,text/number,,3,1473,7,blank page,3,No,Yes,,,336,,,,,,1,pen,Yes
159,499,text/number,,3,1473,7,blank page,3,No,No,,,337,,,,,,1,pen,Yes
160,500,stamp,171,1,1473,7,margin,1,No,No,,,338,,,,,,,,Yes
161,501,text/number,171,1,1473,7,margin,1,No,No,,,338,,,,,,1,pen,Yes
162,504,underlining/highlighting,44,1,1473,7,in-line,2,No,No,,,340,,,,,,1,pen,Yes
163,505,mark-up/symbol,44,1,1473,7,margin,1,No,No,,,340,,,,,,1,pen,Yes
164,506,text/number,46,1,1473,7,margin,1,No,No,,,341,,,,,,1,pen,Yes
165,507,underlining/highlighting,40,1,1473,7,in-line,2,No,No,,,342,,,,,,1,pen,Yes
166,509,mark-up/symbol,42,1,1473,7,margin,1,No,No,,,343,,,,,,1,pen,Yes
167,510,underlining/highlighting,42,1,1473,7,in-line,2,No,No,,,344,,,,,,1,pen,Yes
168,513,underlining/highlighting,46,1,1473,7,in-line,2,No,No,,,346,,,,,,1,pen,Yes
169,514,mark-up/symbol,46,1,1473,7,margin,1,No,No,,,346,,,,,,1,pen,Yes
170,515,underlining/highlighting,46,1,1473,7,in-line,2,No,No,,,347,,,,,,1,pen,Yes
171,516,text/number,46,1,1473,7,in-line,2,No,No,,,348,,,,,,1,pen,Yes
172,651,cross-out/blackening,36,1,1098,7,in-line,2,No,No,,,460,,,censorship,,3,1,pen,Yes
173,664,text/number,40,2,1089,7,"margin, in-line","1,2",No,No,,,593,,,,,,1,pen,Yes
174,665,text/number,36,1,1089,7,margin,1,No,No,,,594,,,,,,1,pen,Yes
175,666,text/number,37,1,1089,7,margin,1,No,No,,,595,,,,,,1,pen,Yes
176,668,text/number,36,1,1089,7,margin,1,No,No,,,596,,,,,,1,pen,Yes
177,669,text/number,42,1,1089,7,margin,1,No,No,,,597,,,,,,1,pen,Yes
178,670,text/number,36,1,1089,7,margin,1,No,No,,,598,,,,,,1,pen,Yes
179,671,text/number,36,1,1089,7,margin,1,No,No,,,599,,,,,,"1,2","pen, pencil",Yes
180,672,text/number,35,1,1089,7,margin,1,No,No,,,600,,,,,,1,pen,Yes
181,673,text/number,35,1,1089,7,margin,1,No,No,,,601,,,,,,"1,2","pen, pencil",Yes
182,674,text/number,35,1,1089,7,margin,1,No,No,,,602,,,,,,"1,2","pen, pencil",Yes
183,675,text/number,40,2,1089,7,margin,1,No,No,,,603,,,,,,1,pen,Yes
184,676,text/number,40,2,1089,7,margin,1,No,No,,,604,,,,,,1,pen,Yes
185,677,text/number,40,2,1089,7,margin,1,No,No,,,605,,,,,,1,pen,Yes
186,678,text/number,40,2,1089,7,margin,1,No,No,,,606,,,,,,1,pen,Yes
187,679,text/number,40,1,1089,7,margin,1,No,No,,,607,,,,,,1,pen,Yes
188,680,text/number,40,2,1089,7,margin,1,No,No,,,608,,,,,,1,pen,Yes
189,804,text/number,"41, 40",1,1089,7,margin,1,No,No,,,609,,,,,,1,pen,Yes
190,805,text/number,41,2,1089,7,margin,1,No,No,,,610,,,,,,1,pen,Yes
191,806,text/number,41,1,1089,7,margin,1,No,No,,,611,,,,,,1,pen,Yes
192,807,text/number,41,2,1089,7,"margin, in-line","1,2",No,No,,,612,,,,,,1,pen,Yes
193,808,cross-out/blackening,41,1,1089,7,in-line,2,No,No,,,612,,,,,,1,pen,Yes
194,812,underlining/highlighting,40,2,1027,7,in-line,2,No,No,,,616,,,,,,1,pen,Yes
195,813,mark-up/symbol,40,1,1027,7,margin,1,No,No,,,616,,,,,,1,pen,Yes
196,814,underlining/highlighting,40,2,1027,7,in-line,2,No,No,,,617,,,,,,1,pen,Yes
197,815,mark-up/symbol,40,1,1027,7,margin,1,No,No,,,617,,,,,,1,pen,Yes
198,816,underlining/highlighting,40,2,1027,7,in-line,2,No,No,,,477,,,,,,1,pen,Yes
199,817,underlining/highlighting,40,1,1027,7,in-line,2,No,No,,,478,,,,,,1,pen,Yes
200,818,underlining/highlighting,40,2,1027,7,in-line,2,No,No,,,618,,,,,,1,pen,Yes
201,820,mark-up/symbol,40,1,1027,7,margin,1,No,No,,,618,,,,,,1,pen,Yes
202,821,underlining/highlighting,40,2,1027,7,in-line,2,No,No,,,479,,,,,,1,pen,Yes
203,822,underlining/highlighting,"41, 40",1,1027,7,in-line,2,No,No,,,620,,,,,,1,pen,Yes
204,823,stamp,,1,1027,7,blank page,3,No,No,,,592,,,,,,"3,5","color, printed",Yes
205,824,stamp,,1,1137,7,blank page,3,No,No,,,621,,,,,,5,printed,Yes
206,825,text/number,,1,1137,7,blank page,3,No,No,,,621,,,,,,1,pen,Yes
207,826,text/number,,1,1137,7,blank page,3,No,No,,,622,,,,,,1,pen,Yes
208,827,text/number,171,1,1137,7,margin,1,No,No,,,623,,,,,,1,pen,Yes
209,842,underlining/highlighting,59,1,1351,7,in-line,2,No,No,,,664,,,,,,1,pen,Yes
210,843,text/number,59,1,1351,7,"margin, in-line","1,2",No,No,,,664,,,,,,1,pen,Yes
211,847,text/number,,1,1351,7,blank page,3,No,No,,,667,,,,,,2,pencil,Yes
212,848,text/number,,1,1351,7,blank page,3,No,No,,,668,,,,,,2,pencil,Yes
213,849,stamp,,1,1351,7,blank page,3,No,No,,,668,,,,,,5,printed,Yes
214,850,text/number,,1,1351,7,blank page,3,No,No,,,669,,,,,,2,pencil,Yes
215,851,underlining/highlighting,171,1,1351,7,in-line,2,No,No,,,670,,,,,,2,pencil,Yes
216,852,text/number,171,1,1351,7,margin,1,No,No,,,670,,,,,,"1,2","pen, pencil",Yes
217,853,stamp,171,1,1351,7,margin,1,No,No,,,670,,,,,,1,pen,Yes
218,854,underlining/highlighting,35,1,1351,7,in-line,2,No,No,,,671,,,,,,1,pen,Yes
219,855,underlining/highlighting,35,1,1351,7,in-line,2,No,No,,,672,,,,,,"1,3","pen, color",Yes
220,856,text/number,35,1,1351,7,margin,1,No,No,,,672,,,,,,3,color,Yes
221,857,mark-up/symbol,35,1,1351,7,margin,1,No,No,,,672,,,,,,3,color,Yes
222,858,underlining/highlighting,36,1,1351,7,in-line,2,No,No,,,629,,,,,,1,pen,Yes
223,859,underlining/highlighting,36,1,1351,7,in-line,2,No,No,,,673,,,,,,1,pen,Yes
224,860,underlining/highlighting,36,1,1351,7,in-line,2,No,No,,,674,,,,,,"1,3","pen, color",Yes
225,861,mark-up/symbol,36,1,1351,7,margin,1,No,No,,,629,,,,,,1,pen,Yes
226,862,text/number,40,1,1351,7,margin,1,No,No,,,675,,,,,,1,pen,Yes
227,863,underlining/highlighting,40,1,1351,7,"margin, in-line","1,2",No,No,,,675,,,,,,"1,3","pen, color",Yes
228,864,underlining/highlighting,40,1,1351,7,in-line,2,No,No,,,676,,,,,,1,pen,Yes
229,865,underlining/highlighting,40,1,1351,7,in-line,2,No,No,,,677,,,,,,3,color,Yes
230,866,underlining/highlighting,40,1,1351,7,in-line,2,No,No,,,678,,,,,,1,pen,Yes
231,867,text/number,40,1,1351,7,margin,1,No,No,,,678,,,,,,1,pen,Yes
232,868,underlining/highlighting,40,1,1351,7,in-line,2,No,No,,,679,,,,,,1,pen,Yes
233,869,text/number,"41, 40",1,1351,7,margin,1,No,No,,,680,,,,,,1,pen,Yes
234,870,underlining/highlighting,"41, 40",1,1351,7,in-line,2,No,No,,,680,,,,,,1,pen,Yes
235,871,underlining/highlighting,41,1,1351,7,in-line,2,No,No,,,681,,,,,,1,pen,Yes
236,872,underlining/highlighting,41,1,1351,7,in-line,2,No,No,,,682,,,,,,"1,3","pen, color",Yes
237,873,text/number,41,1,1351,7,margin,1,No,No,,,682,,,,,,1,pen,Yes
238,874,underlining/highlighting,41,1,1351,7,in-line,2,No,No,,,628,,,,,,"1,3","pen, color",Yes
239,875,underlining/highlighting,45,1,1351,7,in-line,2,No,No,,,683,,,,,,1,pen,Yes
240,876,underlining/highlighting,46,1,1351,7,in-line,2,No,No,,,684,,,,,,"1,3","pen, color",Yes
241,877,text/number,46,1,1351,7,margin,1,No,No,,,684,,,,,,1,pen,Yes
242,878,underlining/highlighting,46,1,1351,7,in-line,2,No,No,,,685,,,,,,"1,3","pen, color",Yes
243,879,text/number,46,1,1351,7,margin,1,No,No,,,685,,,,,,1,pen,Yes
244,880,underlining/highlighting,46,1,1351,7,in-line,2,No,No,,,630,,,,,,3,color,Yes
245,881,underlining/highlighting,46,1,1351,7,in-line,2,No,No,,,686,,,,,,3,color,Yes
246,882,text/number,46,1,1351,7,margin,1,No,No,,,686,,,,,,1,pen,Yes
247,883,underlining/highlighting,47,1,1351,7,in-line,2,No,No,,,687,,,,,,1,pen,Yes
248,884,underlining/highlighting,49,1,1351,7,in-line,2,No,No,,,688,,,,,,"1,3","pen, color",Yes
249,885,underlining/highlighting,55,1,1351,7,in-line,2,No,No,,,689,,,,,,"1,3","pen, color",Yes
250,886,text/number,55,1,1351,7,in-line,2,No,No,,,689,,,,,,1,pen,Yes
251,887,underlining/highlighting,55,1,1351,7,in-line,2,No,No,,,690,,,,,,"1,3","pen, color",Yes
252,888,underlining/highlighting,55,1,1351,7,in-line,2,No,No,,,691,,,,,,2,pencil,Yes
253,890,underlining/highlighting,"56, 55",1,1351,7,in-line,2,No,No,,,661,,,,,,"1,3","pen, color",Yes
254,891,underlining/highlighting,56,1,1351,7,in-line,2,No,No,,,693,,,,,,"1,3","pen, color",Yes
255,892,text/number,56,1,1351,7,in-line,2,No,No,,,693,,,,,,1,pen,Yes
256,893,underlining/highlighting,56,1,1351,7,in-line,2,No,No,,,663,,,,,,1,pen,Yes
257,894,underlining/highlighting,56,1,1351,7,in-line,2,No,No,,,694,,,,,,"1,3","pen, color",Yes
258,895,text/number,56,1,1351,7,margin,1,No,No,,,694,,,,,,1,pen,Yes
259,896,underlining/highlighting,56,1,1351,7,in-line,2,No,No,,,695,,,,,,1,pen,Yes
260,897,text/number,58,1,1351,7,margin,1,No,No,,,696,,,,,,1,pen,Yes
261,898,underlining/highlighting,"59, 58",1,1351,7,in-line,2,No,No,,,697,,,,,,1,pen,Yes
262,899,text/number,"59, 58",1,1351,7,margin,1,No,No,,,697,,,,,,1,pen,Yes
263,900,text/number,61,1,1351,7,margin,1,No,No,,,698,,,,,,1,pen,Yes
264,901,underlining/highlighting,"62, 61",1,1351,7,in-line,2,No,No,,,699,,,,,,1,pen,Yes
265,902,text/number,"62, 61",1,1351,7,margin,1,No,No,,,699,,,,,,1,pen,Yes
266,903,text/number,152,1,1351,7,margin,1,No,No,,,700,,,,,,1,pen,Yes
267,904,text/number,153,1,1351,7,margin,1,No,No,,,701,,,,,,1,pen,Yes
268,905,underlining/highlighting,153,1,1351,7,in-line,2,No,No,,,702,,,,,,1,pen,Yes
269,906,text/number,153,1,1351,7,margin,1,No,No,,,702,,,,,,1,pen,Yes
270,907,text/number,153,1,1351,7,margin,1,No,No,,,703,,,,,,1,pen,Yes
271,908,underlining/highlighting,153,1,1351,7,in-line,2,No,No,,,703,,,,,,1,pen,Yes
272,912,underlining/highlighting,154,1,1351,7,in-line,2,No,No,,,707,,,,,,1,pen,Yes
273,913,text/number,154,1,1351,7,margin,1,No,No,,,707,,,,,,1,pen,Yes
274,914,text/number,154,1,1351,7,margin,1,No,No,,,708,,,,,,1,pen,Yes
275,915,underlining/highlighting,154,1,1351,7,in-line,2,No,No,,,708,,,,,,1,pen,Yes
276,918,underlining/highlighting,155,1,1351,7,in-line,2,No,No,,,710,,,,,,1,pen,Yes
277,919,text/number,155,1,1351,7,margin,1,No,No,,,710,,,,,,1,pen,Yes
278,920,underlining/highlighting,155,1,1351,7,in-line,2,No,No,,,711,,,,,,1,pen,Yes
279,921,mark-up/symbol,155,1,1351,7,margin,1,No,No,,,711,,,,,,1,pen,Yes
280,922,underlining/highlighting,154,1,1351,7,in-line,2,No,No,,,712,,,,,,1,pen,Yes
281,923,text/number,154,1,1351,7,margin,1,No,No,,,712,,,,,,1,pen,Yes
282,924,text/number,155,1,1351,7,margin,1,No,No,,,713,,,,,,1,pen,Yes
283,925,underlining/highlighting,155,1,1351,7,in-line,2,No,No,,,713,,,,,,1,pen,Yes
284,926,text/number,155,1,1351,7,margin,1,No,No,,,714,,,,,,1,pen,Yes
285,927,underlining/highlighting,155,1,1351,7,in-line,2,No,No,,,714,,,,,,1,pen,Yes
286,928,text/number,155,1,1351,7,margin,1,No,No,,,715,,,,,,1,pen,Yes
