,Id,annotation type,concat(substructures.Id),weighted,copy.Id,work,position,"position (f, concat)",no visual,remarkable,detail description,transcription,printed page.Id,persons.Id,ownership.Id,Descriptions,"content tags.id (f, concat)","description.id (f, concat)","material.id (f, concat)",material,public
839,1636,text/number,,1,1478,7,margin,1,No,No,,,1155,,,,,,2,pencil,Yes
840,1644,text/number,,2,1484,7,blank page,3,No,No,,,1161,,,,,,"1,2","pen, pencil",Yes
841,1645,text/number,171,1,1484,7,margin,1,No,No,,,1162,,,,,,1,pen,Yes
842,1646,pasted label,,1,1484,7,blank page,3,No,No,,,1163,,,,,,"1,5","pen, printed",Yes
843,1647,text/number,46,1,1484,7,margin,1,No,No,,,1164,,,,,,1,pen,Yes
844,1648,text/number,,1,1484,7,blank page,3,No,No,,,1165,,,,,,2,pencil,Yes
845,1663,pasted label,,1,1621,7,blank page,3,No,No,,,1176,,,,,,5,printed,Yes
846,1664,text/number,,1,1621,7,margin,1,No,No,,,1176,,,,,,2,pencil,Yes
847,1665,stamp,171,1,1621,7,"margin, blank page","1,3",No,No,,,1177,,,,,,1,pen,Yes
848,1666,text/number,171,1,1621,7,margin,1,No,No,,,1177,,,,,,1,pen,Yes
849,1667,text/number,,1,1621,7,margin,1,No,No,,,1178,,,,,,2,pencil,Yes
850,1668,underlining/highlighting,"59, 58",1,1621,7,in-line,2,No,No,,,1179,,,,,,1,pen,Yes
851,1669,text/number,"59, 58",1,1621,7,margin,1,No,No,,,1179,,,,,,1,pen,Yes
852,1670,underlining/highlighting,59,1,1621,7,in-line,2,No,No,,,1173,,,,,,1,pen,Yes
853,1671,underlining/highlighting,59,1,1621,7,in-line,2,No,No,,,1180,,,,,,1,pen,Yes
854,1672,text/number,59,1,1621,7,margin,1,No,No,,,1180,,,,,,1,pen,Yes
855,1673,underlining/highlighting,59,1,1621,7,in-line,2,No,No,,,1181,,,,,,1,pen,Yes
856,1675,underlining/highlighting,59,1,1621,7,in-line,2,No,No,,,1182,,,,,,1,pen,Yes
857,1676,text/number,59,1,1621,7,margin,1,No,No,,,1183,,,,,,1,pen,Yes
858,1677,underlining/highlighting,59,1,1621,7,in-line,2,No,No,,,1183,,,,,,1,pen,Yes
859,1678,underlining/highlighting,59,1,1621,7,in-line,2,No,No,,,1184,,,,,,1,pen,Yes
860,1679,mark-up/symbol,61,1,1621,7,margin,1,No,No,,,1185,,,,,,2,pencil,Yes
861,1680,mark-up/symbol,154,1,1621,7,margin,1,No,No,,,1175,,,,,,2,pencil,Yes
862,1681,text/number,,1,1621,7,"margin, blank page","1,3",No,No,,,1186,,,,,,2,pencil,Yes
863,1682,text/number,,1,1621,7,margin,1,No,No,,,1187,,,,,,2,pencil,Yes
864,1683,pasted label,,1,1621,7,blank page,3,No,No,,,1188,,,,,,1,pen,Yes
865,1814,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1319,,,,,,1,pen,Yes
866,1815,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1320,,,,,,1,pen,Yes
867,1816,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1321,,,,,,1,pen,Yes
868,1817,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1322,,,,,,1,pen,Yes
869,1818,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1323,,,,,,1,pen,Yes
870,1819,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1324,,,,,,1,pen,Yes
871,1820,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1325,,,,,,1,pen,Yes
872,1821,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1326,,,,,,1,pen,Yes
873,1822,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1327,,,,,,1,pen,Yes
874,1823,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1328,,,,,,1,pen,Yes
875,1824,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1329,,,,,,1,pen,Yes
876,1825,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1330,,,,,,1,pen,Yes
877,1826,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1331,,,,,,1,pen,Yes
878,1827,text/number,,3,1527,7,blank page,3,No,Yes,handwritten index of topics on back endpapers,,1332,,,,,,1,pen,Yes
879,1828,mark-up/symbol,95,1,1357,7,margin,1,No,No,,,1333,,,,,,1,pen,Yes
880,1829,underlining/highlighting,95,1,1357,7,in-line,2,No,No,,,1333,,,,,,1,pen,Yes
881,1830,underlining/highlighting,95,1,1357,7,in-line,2,No,No,,,1334,,,,,,1,pen,Yes
882,1831,text/number,95,1,1357,7,margin,1,No,No,,,1334,,,,,,1,pen,Yes
883,1832,underlining/highlighting,"96, 95",1,1357,7,in-line,2,No,No,,,1335,,,,,,1,pen,Yes
884,1833,underlining/highlighting,96,1,1357,7,in-line,2,No,No,,,1336,,,,,,1,pen,Yes
885,1834,underlining/highlighting,98,2,1357,7,in-line,2,No,No,,,1337,,,,,,1,pen,Yes
886,1835,text/number,98,1,1357,7,margin,1,No,No,,,1337,,,,,,1,pen,Yes
887,1836,text/number,98,2,1357,7,margin,1,No,No,,,1338,,,,,,1,pen,Yes
888,1837,underlining/highlighting,98,2,1357,7,in-line,2,No,No,,,1338,,,,,,1,pen,Yes
889,1838,mark-up/symbol,98,1,1357,7,margin,1,No,No,,,1339,,,,,,1,pen,Yes
890,1839,text/number,98,3,1357,7,margin,1,No,No,,,1339,,,,,,1,pen,Yes
891,1840,underlining/highlighting,98,2,1357,7,in-line,2,No,No,,,1339,,,,,,1,pen,Yes
892,1841,mark-up/symbol,98,1,1357,7,margin,1,No,No,,,1340,,,,,,1,pen,Yes
893,1842,text/number,98,2,1357,7,margin,1,No,No,,,1340,,,,,,1,pen,Yes
894,1843,underlining/highlighting,98,2,1357,7,in-line,2,No,No,,,1340,,,,,,1,pen,Yes
895,1844,mark-up/symbol,"99, 98",1,1357,7,margin,1,No,No,,,1341,,,,,,1,pen,Yes
896,1845,text/number,"99, 98",2,1357,7,margin,1,No,No,,,1341,,,,,,1,pen,Yes
897,1846,underlining/highlighting,"99, 98",2,1357,7,in-line,2,No,No,,,1341,,,,,,1,pen,Yes
898,1847,mark-up/symbol,99,1,1357,7,margin,1,No,No,,,1342,,,,,,1,pen,Yes
899,1848,text/number,99,2,1357,7,margin,1,No,No,,,1342,,,,,,1,pen,Yes
900,1849,underlining/highlighting,99,2,1357,7,in-line,2,No,No,,,1342,,,,,,1,pen,Yes
901,1850,underlining/highlighting,99,1,1357,7,in-line,2,No,No,,,1343,,,,,,1,pen,Yes
902,1851,underlining/highlighting,99,1,1357,7,in-line,2,No,No,,,1344,,,,,,1,pen,Yes
903,1852,mark-up/symbol,"100, 99",1,1357,7,margin,1,No,No,,,1345,,,,,,1,pen,Yes
904,1853,text/number,"100, 99",1,1357,7,margin,1,No,No,,,1345,,,,,,1,pen,Yes
905,1854,underlining/highlighting,"100, 99",2,1357,7,in-line,2,No,No,,,1345,,,,,,1,pen,Yes
906,1855,underlining/highlighting,100,2,1357,7,in-line,2,No,No,,,1346,,,,,,1,pen,Yes
907,1856,underlining/highlighting,"101, 100",2,1357,7,in-line,2,No,No,,,1347,,,,,,1,pen,Yes
908,1857,text/number,"101, 100",1,1357,7,margin,1,No,No,,,1347,,,,,,1,pen,Yes
909,1858,mark-up/symbol,101,1,1357,7,margin,1,No,No,,,1348,,,,,,1,pen,Yes
910,1859,underlining/highlighting,101,2,1357,7,in-line,2,No,No,,,1348,,,,,,1,pen,Yes
911,1860,mark-up/symbol,101,1,1357,7,margin,1,No,No,,,1349,,,,,,1,pen,Yes
912,1861,underlining/highlighting,101,2,1357,7,in-line,2,No,No,,,1349,,,,,,1,pen,Yes
913,1862,mark-up/symbol,101,1,1357,7,margin,1,No,No,,,1350,,,,,,1,pen,Yes
914,1863,underlining/highlighting,101,2,1357,7,in-line,2,No,No,,,1350,,,,,,1,pen,Yes
915,1864,mark-up/symbol,"102, 101",1,1357,7,margin,1,No,No,,,1351,,,,,,1,pen,Yes
916,1865,underlining/highlighting,"102, 101",2,1357,7,in-line,2,No,No,,,1351,,,,,,1,pen,Yes
917,1866,text/number,"102, 101",1,1357,7,margin,1,No,No,,,1351,,,,,,1,pen,Yes
918,1867,underlining/highlighting,"103, 102",1,1357,7,in-line,2,No,No,,,1352,,,,,,1,pen,Yes
919,1868,underlining/highlighting,"104, 103",1,1357,7,in-line,2,No,No,,,1353,,,,,,1,pen,Yes
920,1869,underlining/highlighting,"105, 104",2,1357,7,in-line,2,No,No,,,1354,,,,,,1,pen,Yes
921,1870,underlining/highlighting,105,2,1357,7,in-line,2,No,No,,,1355,,,,,,1,pen,Yes
922,1871,mark-up/symbol,105,1,1357,7,margin,1,No,No,,,1355,,,,,,1,pen,Yes
923,1872,underlining/highlighting,106,2,1357,7,in-line,2,No,No,,,1356,,,,,,1,pen,Yes
924,1873,text/number,106,1,1357,7,margin,1,No,No,,,1356,,,,,,1,pen,Yes
925,1874,underlining/highlighting,106,2,1357,7,in-line,2,No,No,,,1357,,,,,,1,pen,Yes
926,1875,text/number,106,1,1357,7,margin,1,No,No,,,1357,,,,,,1,pen,Yes
927,1876,underlining/highlighting,106,2,1357,7,in-line,2,No,No,,,1358,,,,,,1,pen,Yes
928,1877,text/number,106,1,1357,7,margin,1,No,No,,,1358,,,,,,1,pen,Yes
929,1878,mark-up/symbol,106,1,1357,7,margin,1,No,No,,,1358,,,,,,1,pen,Yes
930,1879,underlining/highlighting,"107, 106",2,1357,7,in-line,2,No,No,,,1359,,,,,,1,pen,Yes
931,1881,mark-up/symbol,"107, 106",2,1357,7,margin,1,No,No,,,1359,,,,,,1,pen,Yes
932,1882,underlining/highlighting,"108, 107",1,1357,7,in-line,2,No,No,,,1360,,,,,,1,pen,Yes
933,1883,mark-up/symbol,"108, 107",1,1357,7,margin,1,No,No,,,1360,,,,,,1,pen,Yes
934,1884,underlining/highlighting,109,2,1357,7,in-line,2,No,No,,,1361,,,,,,1,pen,Yes
935,1885,text/number,109,1,1357,7,margin,1,No,No,,,1361,,,,,,1,pen,Yes
936,1886,mark-up/symbol,109,1,1357,7,margin,1,No,No,,,1361,,,,,,1,pen,Yes
937,1887,mark-up/symbol,109,1,1357,7,margin,1,No,No,,,1362,,,,,,1,pen,Yes
938,1888,underlining/highlighting,109,2,1357,7,in-line,2,No,No,,,1362,,,,,,1,pen,Yes
939,1890,underlining/highlighting,109,2,1357,7,in-line,2,No,No,,,1363,,,,,,1,pen,Yes
940,1891,mark-up/symbol,"110, 109",1,1357,7,margin,1,No,No,,,1364,,,,,,1,pen,Yes
941,1892,underlining/highlighting,"110, 109",2,1357,7,in-line,2,No,No,,,1364,,,,,,1,pen,Yes
942,1893,text/number,"110, 109",1,1357,7,margin,1,No,No,,,1364,,,,,,1,pen,Yes
943,1894,text/number,"110, 109",1,1357,7,in-line,2,No,No,,,1364,,,textual correction,,5,1,pen,Yes
944,1895,underlining/highlighting,110,2,1357,7,in-line,2,No,No,,,1365,,,,,,1,pen,Yes
945,1896,underlining/highlighting,"112, 111",1,1357,7,in-line,2,No,No,,,1366,,,,,,1,pen,Yes
946,1897,underlining/highlighting,112,1,1357,7,in-line,2,No,No,,,1367,,,,,,1,pen,Yes
947,1898,text/number,112,1,1357,7,margin,1,No,No,,,1367,,,,,,1,pen,Yes
948,1899,underlining/highlighting,"113, 112",2,1357,7,in-line,2,No,No,,,1368,,,,,,1,pen,Yes
949,1900,mark-up/symbol,"113, 112",1,1357,7,margin,1,No,No,,,1368,,,,,,1,pen,Yes
950,1901,text/number,114,2,1357,7,margin,1,No,No,,,1369,,,list,,9,1,pen,Yes
951,1902,underlining/highlighting,114,3,1357,7,in-line,2,No,No,,,1369,,,,,,1,pen,Yes
952,1903,text/number,114,1,1357,7,margin,1,No,No,,,1370,,,list,,9,1,pen,Yes
953,1904,underlining/highlighting,114,2,1357,7,in-line,2,No,No,,,1370,,,,,,1,pen,Yes
954,1905,mark-up/symbol,114,1,1357,7,margin,1,No,No,,,1370,,,,,,1,pen,Yes
955,1906,text/number,114,1,1357,7,margin,1,No,No,,,1371,,,,,,1,pen,Yes
956,1907,underlining/highlighting,114,2,1357,7,in-line,2,No,No,,,1371,,,,,,1,pen,Yes
957,1908,mark-up/symbol,114,1,1357,7,margin,1,No,No,,,1371,,,,,,1,pen,Yes
958,1930,mark-up/symbol,153,1,1535,7,margin,1,No,No,,,1379,,,,,,1,pen,Yes
959,1935,text/number,171,1,1535,7,margin,1,No,Yes,"""Copernicus"" written on title page",,1382,,,,5,,1,pen,Yes
960,1936,text/number,40,1,1545,7,margin,1,No,No,,,1383,,,,,,1,pen,Yes
961,1937,underlining/highlighting,40,1,1545,7,in-line,2,No,No,,,1383,,,,,,1,pen,Yes
962,1944,underlining/highlighting,"100, 99",1,1614,7,in-line,2,No,No,,,1388,,,,,,2,pencil,Yes
963,1945,text/number,"100, 99",1,1614,7,margin,1,No,No,,,1388,,,,,,2,pencil,Yes
964,1946,mark-up/symbol,40,1,1614,7,margin,1,No,No,,,1389,,,,,,2,pencil,Yes
965,1947,text/number,"59, 58",1,1614,7,margin,1,No,No,,,1390,,,,,,2,pencil,Yes
966,1948,underlining/highlighting,"59, 58",1,1614,7,in-line,2,No,No,,,1390,,,,,,2,pencil,Yes
967,1949,dog-ear,60,1,1614,7,margin,1,No,No,,,1391,,,,,,,,Yes
968,1950,text/number,60,1,1614,7,margin,1,No,No,,,1392,,,,,,2,pencil,Yes
969,1951,underlining/highlighting,60,1,1614,7,in-line,2,No,No,,,1392,,,,,,2,pencil,Yes
970,1952,underlining/highlighting,62,1,1614,7,in-line,2,No,No,,,1393,,,,,,1,pen,Yes
971,1953,text/number,62,1,1614,7,margin,1,No,No,,,1393,,,,,,1,pen,Yes
972,1954,text/number,171,1,1619,7,margin,1,No,No,,,1394,,,,,,"1,2","pen, pencil",Yes
973,1955,text/number,45,1,1619,7,margin,1,No,No,,,1395,,,,,,2,pencil,Yes
974,1956,mark-up/symbol,49,1,1619,7,margin,1,No,No,,,1396,,,,,,2,pencil,Yes
975,1957,mark-up/symbol,50,1,1619,7,margin,1,No,No,,,1397,,,,,,2,pencil,Yes
976,1958,mark-up/symbol,55,1,1619,7,margin,1,No,No,,,1398,,,,,,2,pencil,Yes
977,1959,mark-up/symbol,59,1,1619,7,margin,1,No,No,,,1399,,,,,,2,pencil,Yes
978,1960,stamp,171,1,1663,7,margin,1,No,No,,,1400,,,,,,1,pen,Yes
979,1961,text/number,171,1,1663,7,margin,1,No,No,,,1400,,,,,,1,pen,Yes
980,1962,underlining/highlighting,35,1,1663,7,in-line,2,No,No,,,1401,,,,,,2,pencil,Yes
981,1963,mark-up/symbol,35,1,1663,7,margin,1,No,No,,,1401,,,,,,2,pencil,Yes
982,1964,underlining/highlighting,35,1,1663,7,in-line,2,No,No,,,1402,,,,,,2,pencil,Yes
983,1965,underlining/highlighting,36,1,1663,7,in-line,2,No,No,,,1403,,,,,,2,pencil,Yes
984,1966,underlining/highlighting,36,1,1663,7,in-line,2,No,No,,,1404,,,,,,2,pencil,Yes
985,1967,mark-up/symbol,36,1,1663,7,margin,1,No,No,,,1404,,,,,,2,pencil,Yes
986,1968,underlining/highlighting,36,1,1663,7,in-line,2,No,No,,,1405,,,,,,2,pencil,Yes
987,1969,mark-up/symbol,36,1,1663,7,margin,1,No,No,,,1405,,,,,,2,pencil,Yes
988,1970,underlining/highlighting,36,1,1663,7,in-line,2,No,No,,,1406,,,,,,2,pencil,Yes
989,1971,underlining/highlighting,38,2,1663,7,in-line,2,No,No,,,1407,,,,,,2,pencil,Yes
990,1972,underlining/highlighting,38,1,1663,7,in-line,2,No,No,,,1408,,,,,,2,pencil,Yes
991,1973,underlining/highlighting,38,1,1663,7,in-line,2,No,No,,,1409,,,,,,2,pencil,Yes
992,1974,underlining/highlighting,"41, 40",1,1663,7,in-line,2,No,No,,,1410,,,,,,2,pencil,Yes
993,1975,text/number,"41, 40",1,1663,7,margin,1,No,No,,,1410,,,,,,2,pencil,Yes
994,1976,underlining/highlighting,41,1,1663,7,in-line,2,No,No,,,1411,,,,,,2,pencil,Yes
995,1977,mark-up/symbol,41,1,1663,7,margin,1,No,No,,,1411,,,,,,"1,2","pen, pencil",Yes
996,1978,text/number,41,1,1663,7,margin,1,No,No,,,1411,,,,,,2,pencil,Yes
997,1979,underlining/highlighting,41,2,1663,7,in-line,2,No,No,,,1413,,,,,,2,pencil,Yes
998,1982,underlining/highlighting,41,1,1663,7,in-line,2,No,No,,,1414,,,,,,2,pencil,Yes
999,1983,mark-up/symbol,41,1,1663,7,margin,1,No,No,,,1414,,,,,,2,pencil,Yes
1000,1984,underlining/highlighting,46,1,1663,7,in-line,2,No,No,,,1415,,,,,,2,pencil,Yes
1001,1985,underlining/highlighting,46,2,1663,7,in-line,2,No,No,,,1416,,,,,,2,pencil,Yes
1002,1986,underlining/highlighting,53,1,1663,7,in-line,2,No,No,,,1417,,,,,,2,pencil,Yes
1003,1987,text/number,53,1,1663,7,margin,1,No,No,,,1417,,,,,,2,pencil,Yes
1004,1988,underlining/highlighting,"54, 53",1,1663,7,in-line,2,No,No,,,1418,,,,,,1,pen,Yes
1005,1989,text/number,"54, 53",1,1663,7,margin,1,No,No,,,1418,,,,,,1,pen,Yes
1006,1990,underlining/highlighting,54,1,1663,7,in-line,2,No,No,,,1419,,,,,,2,pencil,Yes
1007,1991,mark-up/symbol,54,1,1663,7,margin,1,No,No,,,1419,,,,,,2,pencil,Yes
1008,1992,text/number,54,1,1663,7,margin,1,No,No,,,1419,,,,,,2,pencil,Yes
1009,1993,underlining/highlighting,54,1,1663,7,in-line,2,No,No,,,1420,,,,,,2,pencil,Yes
1010,1994,text/number,54,1,1663,7,margin,1,No,No,,,1420,,,,,,1,pen,Yes
1011,1995,underlining/highlighting,59,1,1663,7,in-line,2,No,No,,,1421,,,,,,2,pencil,Yes
1012,1996,mark-up/symbol,59,1,1663,7,margin,1,No,No,,,1421,,,,,,1,pen,Yes
1013,1997,underlining/highlighting,"82, 81",1,1663,7,in-line,2,No,No,,,1422,,,,,,1,pen,Yes
1014,1998,text/number,"82, 81",1,1663,7,margin,1,No,No,,,1422,,,,,,1,pen,Yes
1015,1999,underlining/highlighting,82,2,1663,7,in-line,2,No,No,,,1423,,,,,,2,pencil,Yes
1016,2000,text/number,82,1,1663,7,margin,1,No,No,,,1423,,,,,,1,pen,Yes
1017,2001,underlining/highlighting,93,1,1663,7,margin,1,No,No,,,1424,,,,,,2,pencil,Yes
1018,2002,underlining/highlighting,"101, 100",1,1663,7,in-line,2,No,No,,,1425,,,,,,2,pencil,Yes
1019,2003,underlining/highlighting,109,1,1663,7,in-line,2,No,No,,,1426,,,,,,2,pencil,Yes
1020,2004,underlining/highlighting,110,1,1663,7,in-line,2,No,No,,,1427,,,,,,2,pencil,Yes
1021,2005,mark-up/symbol,110,1,1663,7,margin,1,No,No,,,1427,,,,,,1,pen,Yes
1022,2006,mark-up/symbol,114,1,1663,7,margin,1,No,No,,,1428,,,,,,1,pen,Yes
1023,2007,underlining/highlighting,114,2,1663,7,in-line,2,No,No,,,1428,,,,,,1,pen,Yes
1024,2008,text/number,114,1,1663,7,margin,1,No,No,,,1428,,,,,,1,pen,Yes
1025,2009,underlining/highlighting,114,2,1663,7,in-line,2,No,No,,,1429,,,,,,1,pen,Yes
1026,2010,underlining/highlighting,114,2,1663,7,in-line,2,No,No,,,1430,,,,,,1,pen,Yes
1027,2011,text/number,114,1,1663,7,margin,1,No,No,,,1430,,,,,,1,pen,Yes
1028,2012,underlining/highlighting,114,2,1663,7,in-line,2,No,No,,,1431,,,,,,1,pen,Yes
1029,2013,text/number,140,1,1663,7,margin,1,No,No,,,1432,,,,,,1,pen,Yes
1030,2014,stamp,"160, 159",1,1663,7,blank page,3,No,No,,,1433,,,,,,1,pen,Yes
1031,2015,text/number,"160, 159",1,1663,7,margin,1,No,No,,,1433,,,,,,1,pen,Yes
1032,2016,underlining/highlighting,59,1,1641,7,in-line,2,No,No,,,1434,,,,,,1,pen,Yes
1033,2017,underlining/highlighting,59,1,1641,7,in-line,2,No,No,,,1435,,,,,,1,pen,Yes
1034,2018,underlining/highlighting,59,1,1641,7,in-line,2,No,No,,,1436,,,,,,1,pen,Yes
1035,2019,underlining/highlighting,59,1,1641,7,in-line,2,No,No,,,1437,,,,,,1,pen,Yes
1036,2020,underlining/highlighting,61,1,1641,7,in-line,2,No,No,,,1438,,,,,,1,pen,Yes
1037,2021,underlining/highlighting,61,1,1641,7,in-line,2,No,No,,,1439,,,,,,1,pen,Yes
1038,2022,text/number,61,2,1641,7,margin,1,No,Yes,,,1439,,,,,,1,pen,Yes
1039,2023,cross-out/blackening,41,1,1635,7,in-line,2,No,No,,,1440,,,,,,1,pen,Yes
1040,2024,text/number,41,1,1635,7,margin,1,No,No,,,1440,,,,,,1,pen,Yes
1041,2033,underlining/highlighting,36,1,1627,7,in-line,2,No,No,,,1446,,,,,,1,pen,Yes
1042,2039,underlining/highlighting,"44, 43",1,1627,7,in-line,2,No,No,,,1449,,,,,,1,pen,Yes
1043,2040,text/number,"44, 43",1,1627,7,margin,1,No,No,,,1449,,,,,,1,pen,Yes
1044,2041,text/number,44,1,1627,7,margin,1,No,No,,,1450,,,,,,1,pen,Yes
1045,2042,underlining/highlighting,45,1,1627,7,in-line,2,No,No,,,1451,,,,,,1,pen,Yes
1046,2043,underlining/highlighting,46,1,1627,7,in-line,2,No,No,,,1452,,,,,,1,pen,Yes
1047,2044,underlining/highlighting,46,1,1627,7,in-line,2,No,No,,,1453,,,,,,1,pen,Yes
1048,2045,mark-up/symbol,46,1,1627,7,margin,1,No,No,,,1454,,,,,,1,pen,Yes
1049,2046,text/number,56,1,1627,7,margin,1,No,No,,,1455,,,,,,1,pen,Yes
1050,2047,underlining/highlighting,56,1,1627,7,in-line,2,No,No,,,1455,,,,,,1,pen,Yes
1051,2048,underlining/highlighting,56,1,1627,7,in-line,2,No,No,,,1456,,,,,,1,pen,Yes
1052,2049,underlining/highlighting,56,1,1627,7,in-line,2,No,No,,,1457,,,,,,1,pen,Yes
1053,2050,underlining/highlighting,56,1,1627,7,in-line,2,No,No,,,1458,,,,,,1,pen,Yes
1054,2051,mark-up/symbol,56,1,1627,7,margin,1,No,No,,,1458,,,,,,1,pen,Yes
1055,2052,underlining/highlighting,56,1,1627,7,in-line,2,No,No,,,1459,,,,,,1,pen,Yes
1056,2053,underlining/highlighting,59,1,1627,7,in-line,2,No,No,,,1460,,,,,,1,pen,Yes
1057,2054,underlining/highlighting,60,1,1627,7,in-line,2,No,No,,,1461,,,,,,1,pen,Yes
1058,2055,underlining/highlighting,60,1,1627,7,in-line,2,No,No,,,1462,,,,,,1,pen,Yes
1059,2056,underlining/highlighting,60,2,1627,7,in-line,2,No,No,,,1463,,,,,,1,pen,Yes
1060,2057,mark-up/symbol,60,1,1627,7,margin,1,No,No,,,1463,,,,,,1,pen,Yes
1061,2058,underlining/highlighting,61,1,1627,7,in-line,2,No,No,,,1464,,,,,,1,pen,Yes
1062,2059,underlining/highlighting,61,1,1627,7,in-line,2,No,No,,,1465,,,,,,1,pen,Yes
1063,2060,mark-up/symbol,61,1,1627,7,margin,1,No,No,,,1465,,,,,,1,pen,Yes
1064,2061,underlining/highlighting,61,1,1627,7,in-line,2,No,No,,,1466,,,,,,1,pen,Yes
1065,2063,underlining/highlighting,61,1,1627,7,in-line,2,No,No,,,1468,,,,,,1,pen,Yes
1066,2064,mark-up/symbol,61,1,1627,7,margin,1,No,No,,,1468,,,,,,1,pen,Yes
1067,2065,underlining/highlighting,61,1,1627,7,in-line,2,No,No,,,1469,,,,,,1,pen,Yes
1068,2067,underlining/highlighting,"62, 61",1,1627,7,in-line,2,No,No,,,1470,,,,,,1,pen,Yes
1069,2068,text/number,"62, 61",1,1627,7,margin,1,No,No,,,1470,,,,,,1,pen,Yes
1070,2069,underlining/highlighting,62,1,1627,7,in-line,2,No,No,,,1471,,,,,,1,pen,Yes
1071,2070,text/number,62,1,1627,7,margin,1,No,No,,,1471,,,,,,1,pen,Yes
1072,2071,underlining/highlighting,62,1,1627,7,in-line,2,No,No,,,1472,,,,,,1,pen,Yes
1073,2072,mark-up/symbol,"70, 71",1,1627,7,margin,1,No,No,,,1473,,,,,,1,pen,Yes
1074,2073,underlining/highlighting,71,1,1627,7,in-line,2,No,No,,,1474,,,,,,1,pen,Yes
1075,2074,underlining/highlighting,73,1,1627,7,in-line,2,No,No,,,1475,,,,,,1,pen,Yes
1076,2075,mark-up/symbol,73,1,1627,7,margin,1,No,No,,,1475,,,,,,1,pen,Yes
1077,2076,underlining/highlighting,73,1,1627,7,in-line,2,No,No,,,1476,,,,,,1,pen,Yes
1078,2077,underlining/highlighting,"76, 77",1,1627,7,in-line,2,No,No,,,1477,,,,,,1,pen,Yes
1079,2078,mark-up/symbol,"76, 77",1,1627,7,margin,1,No,No,,,1477,,,,,,1,pen,Yes
1080,2079,underlining/highlighting,"80, 79",1,1627,7,in-line,2,No,No,,,1478,,,,,,1,pen,Yes
1081,2080,underlining/highlighting,98,1,1627,7,in-line,2,No,No,,,1479,,,,,,1,pen,Yes
1082,2081,underlining/highlighting,98,1,1627,7,in-line,2,No,No,,,1480,,,,,,1,pen,Yes
1083,2082,underlining/highlighting,98,1,1627,7,in-line,2,No,No,,,1481,,,,,,1,pen,Yes
1084,2083,text/number,98,1,1627,7,margin,1,No,No,,,1481,,,,,,1,pen,Yes
1085,2084,underlining/highlighting,"99, 98",1,1627,7,in-line,2,No,No,,,1482,,,,,,1,pen,Yes
1086,2085,text/number,"99, 98",1,1627,7,margin,1,No,No,,,1482,,,,,,1,pen,Yes
1087,2086,mark-up/symbol,"99, 98",1,1627,7,margin,1,No,No,,,1482,,,,,,1,pen,Yes
1088,2087,underlining/highlighting,99,1,1627,7,in-line,2,No,No,,,1483,,,,,,1,pen,Yes
1089,2088,underlining/highlighting,99,1,1627,7,in-line,2,No,No,,,1484,,,,,,1,pen,Yes
1090,2089,underlining/highlighting,99,1,1627,7,in-line,2,No,No,,,1485,,,,,,1,pen,Yes
1091,2090,underlining/highlighting,"100, 99",1,1627,7,in-line,2,No,No,,,1486,,,,,,1,pen,Yes
1092,2091,underlining/highlighting,100,1,1627,7,in-line,2,No,No,,,1487,,,,,,1,pen,Yes
1093,2092,underlining/highlighting,"101, 100",1,1627,7,in-line,2,No,No,,,1488,,,,,,1,pen,Yes
1094,2093,mark-up/symbol,"101, 100",1,1627,7,margin,1,No,No,,,1488,,,,,,1,pen,Yes
1095,2094,underlining/highlighting,101,1,1627,7,in-line,2,No,No,,,1489,,,,,,1,pen,Yes
1096,2096,text/number,101,1,1627,7,margin,1,No,No,,,1490,,,,,,1,pen,Yes
1097,2097,text/number,101,1,1627,7,margin,1,No,No,,,1491,,,,,,1,pen,Yes
1098,2098,underlining/highlighting,101,1,1627,7,in-line,2,No,No,,,1491,,,,,,1,pen,Yes
1099,2100,underlining/highlighting,"102, 101",1,1627,7,in-line,2,No,No,,,1492,,,,,,1,pen,Yes
1100,2101,text/number,"103, 102",1,1627,7,margin,1,No,No,,,1493,,,,,,1,pen,Yes
1101,2102,text/number,"104, 103",1,1627,7,margin,1,No,No,,,1494,,,,,,1,pen,Yes
1102,2103,underlining/highlighting,"105, 104",1,1627,7,in-line,2,No,No,,,1495,,,,,,1,pen,Yes
