,id,x,y
373,823966-30699047-1160,0.56280005,0.18943861
374,414310-16413609-2128,0.56340873,0.21258123
375,414310-16413702-2129,0.5790932,0.5209612
376,414310-16413756-2130,0.6319028,0.56937736
377,414310-16413760-2131,0.47670025,0.26240987
378,414310-16413760-2132,0.9741707,0.50916255
379,414310-16413781-2133,0.2762459,0.19542155
380,414310-16413782-2134,0.2695894,0.19039123
381,414310-16413783-2135,0.26231372,0.21484968
382,414310-16413784-2136,0.8778052,0.44097173
383,414310-16413785-2137,0.97209567,0.50928587
384,414310-16413785-2138,0.26810578,0.20470999
385,414310-16413788-2139,0.2328885,0.6899866
386,414310-16413790-2140,0.38442332,0.90550584
387,414310-16413791-2141,0.3903189,0.9092701
388,414310-16413792-2142,0.7956458,0.6085882
389,414310-16413792-2143,0.80620664,0.60587424
390,414310-16413796-2144,0.7971648,0.6068736
391,414310-16413797-2145,0.8119928,0.61017764
392,414310-16413798-2146,0.4773208,0.26232573
393,414310-16413799-2147,0.57066244,0.5095103
394,414310-16413801-2148,0.7960253,0.6078041
395,414310-16413801-2149,0.86291564,0.60667306
396,414310-16413801-2150,0.86291444,0.6066772
397,414310-16413801-2151,0.862912,0.6066756
398,414310-16413802-2152,0.80374086,0.617315
399,414310-16413803-2153,0.795518,0.62328994
400,414310-16413805-2154,0.81267077,0.62087923
401,414310-16413816-2155,0.80390626,0.6172592
402,414310-16413817-2156,0.40153494,0.9880536
403,414310-16413819-2157,0.43972805,0.7681918
404,414310-16413823-2158,0.32795107,0.18964364
405,414310-16413823-2159,0.21240826,0.24383394
406,414310-16413824-2160,0.26398382,0.2149746
407,414310-16413827-2161,0.8132435,0.6191908
408,414310-16413827-2162,0.21241958,0.24383096
409,414310-16413828-2163,0.9771622,0.50714165
410,414310-16413828-2164,0.63914394,0.56300217
411,414310-16413829-2165,0.9116041,0.4235806
412,414310-16413829-2166,0.85226697,0.35831752
413,414310-16413830-2167,0.8137249,0.6139977
414,414310-16413830-2168,0.21241985,0.2438317
415,414310-16413830-2169,0.64521724,0.5546318
416,414310-16413832-2170,0.25624785,0.21230578
417,414310-16413850-2171,0.973534,0.496753
418,414310-16413850-2172,0.537414,0.0776696
419,414310-16413851-2173,0.26968592,0.21651715
420,414310-16413851-2174,0.5370828,0.06106827
421,414310-16413852-2175,0.5610608,0.09566635
422,414310-16413852-2176,0.5384944,0.05516174
423,414310-16413855-2177,0.4784654,0.26298606
424,414310-16413858-2178,0.38147196,0.93108594
425,414310-16413859-2179,0.26184517,0.18148313
426,414310-16413861-2180,0.39382508,0.91890377
427,414310-16413862-2181,0.40119082,0.9136371
428,414310-16413864-2182,0.1648415,0.82057405
429,414310-16413865-2183,0.21238887,0.24384156
430,414310-16413866-2184,0.26345503,0.18774904
431,414310-16413866-2185,0.2582835,0.20315063
432,414310-16413867-2186,0.26697713,0.17100218
433,414310-16413867-2187,0.25561646,0.18744735
434,414310-16413868-2188,0.21242914,0.24382974
435,414310-16413870-2189,0.97864175,0.5015104
436,414310-16413872-2190,0.7955741,0.62404567
437,414310-16413891-2191,0.6439291,0.4639626
438,414310-16413892-2192,0.6486,0.4701301
439,414310-16413893-2193,0.64878994,0.47530615
440,414310-16413897-2194,0.5920948,0.13365911
441,414310-16413898-2195,0.87936765,0.43971068
442,414310-16413898-2196,0.86985874,0.4325163
443,414310-16413898-2197,0.8570155,0.36597618
444,414310-16413899-2198,0.38322663,0.938372
445,414310-16413899-2199,0.7743023,0.5789153
446,414310-16413899-2200,0.30259028,0.4875666
447,414310-16413899-2201,0.33655784,0.49069172
448,414310-16413900-2202,0.3365603,0.49068862
449,414310-16413900-2203,0.8125109,0.5519694
450,414310-16413901-2204,0.8056142,0.5463665
451,414310-16413901-2205,0.81250894,0.5519712
452,414310-16413902-2206,0.30258995,0.48756224
453,414310-16413903-2207,0.37773582,0.95303357
454,414310-16413904-2208,0.8125187,0.5519784
455,414310-16413905-2209,0.8777804,0.44106647
456,414310-16413905-2210,0.86835265,0.43723732
457,414310-16413906-2211,0.83228666,0.5158077
458,414310-16413906-2212,0.83228457,0.5158079
459,414310-16413907-2213,0.8087297,0.51207924
460,414310-16413908-2214,0.8308615,0.51683885
461,414310-16413908-2215,0.18625467,0.73512906
462,414310-16413910-2216,0.9496261,0.49231598
463,414310-16413911-2217,0.18735869,0.7449047
464,414310-16413912-2218,0.5619008,0.04842658
465,414310-16413912-2219,0.23258692,0.6864921
466,414310-16413912-2220,0.7088161,0.51559675
467,414310-16413913-2221,0.56707394,0.09768232
468,414310-16413913-2222,0.54775983,0.08771695
469,414310-16413913-2223,0.799541,0.5435216
470,414310-16413914-2224,0.28002274,0.5232688
471,414310-16413916-2225,0.31697202,0.5222732
472,414310-16413917-2226,0.8125164,0.5519669
473,414310-16413918-2227,0.28024232,0.52319944
474,414310-16413918-2228,0.2806495,0.91841114
475,414310-16413919-2229,0.19028293,0.75965
476,414310-16413919-2230,0.28571925,0.3304131
477,414310-16413920-2231,0.96644396,0.50165755
478,414310-16413922-2232,0.7087459,0.5156078
479,414310-16413924-2233,0.1587954,0.8252583
480,414310-16413925-2234,0.5420084,0.080774516
481,414310-16413928-2235,0.3828139,0.94345266
482,414310-16413929-2236,0.7198855,0.3509871
483,414310-16413930-2237,0.7191299,0.3458762
484,414310-16413935-2238,0.68581194,0.32498506
485,414310-16413936-2239,0.28706104,0.5508642
486,414310-16413939-2240,0.7340262,0.35522524
487,414310-16413943-2241,0.73719925,0.34825945
488,414310-16413946-2242,0.73719853,0.34825796
489,414310-16413948-2243,0.7367979,0.34813693
490,414310-16413951-2244,0.7235713,0.3499264
491,414310-16413953-2245,0.7372008,0.3482614
492,414310-16413955-2246,0.7391339,0.34875786
493,414310-16413959-2247,0.63349617,0.14609244
494,414310-16413961-2248,0.71809894,0.34259447
495,414310-16413962-2249,0.7208915,0.34093454
496,414310-16413963-2250,0.72343856,0.3493828
497,414310-16413965-2251,0.189,0.8102651
498,414310-16413970-2252,0.63821816,0.19038625
499,414310-16413971-2253,0.7413709,0.49848154
500,414310-16413973-2254,0.7311877,0.33930197
501,414310-16413974-2255,0.7728234,0.48953152
502,414310-16413979-2256,0.5943296,0.08214052
503,414310-16413980-2257,0.79279226,0.6194582
504,414310-16413981-2258,0.55678403,0.06671485
505,414310-16413986-2259,0.65513265,0.18571083
506,414310-16413988-2260,0.65237975,0.18894458
507,414310-16413990-2261,0.57289463,0.06505579
508,414310-16413992-2262,0.6459014,0.189691
509,414310-16413994-2263,0.6581621,0.099523894
510,414310-16413999-2264,0.6014316,0.17695647
511,414310-16413999-2265,0.6018623,0.17711584
512,414310-16413999-2266,0.60142523,0.17695531
513,414310-16414010-2267,0.65877724,0.1862972
514,414310-16414016-2268,0.74486816,0.3450653
515,414310-16414016-2269,0.66501623,0.18079282
516,414310-16414025-2270,0.70376116,0.30497175
517,414310-16414038-2271,0.54292196,0.048534688
518,414310-16414041-2272,0.7043269,0.30620638
519,414310-16414050-2273,0.84916425,0.30545282
520,414310-16414075-2274,0.63605845,0.5717628
521,414310-16414078-2275,0.30858552,0.2081984
522,414310-16414078-2276,0.81515944,0.5624789
523,414310-16414083-2277,0.6551368,0.16053516
524,414310-16414086-2278,0.6525407,0.18805328
525,414310-16414104-2279,0.9695715,0.5085592
526,414310-16414108-2280,0.72164947,0.34141052
527,414310-16414111-2281,0.80257404,0.6155538
528,414310-16414114-2282,0.7923833,0.61385465
529,414310-16414117-2283,0.1610587,0.8240995
530,414310-16414117-2871,0.8129166,0.61950094
531,414310-16414120-2285,0.6802918,0.5487053
532,414310-16414123-2286,0.18738608,0.74490047
533,414310-16414129-2287,0.39962623,0.9014351
534,414310-16414138-2288,0.9666834,0.50472355
535,414310-16414141-2289,0.28018218,0.5232237
536,414310-16414144-2290,0.78918964,0.4763992
537,414310-16414147-2291,0.5679321,0.046339396
538,414310-16414219-2293,0.79237133,0.61389816
539,414310-16414225-2294,0.79283345,0.6167693
540,414310-16414231-2295,0.97682416,0.50748616
541,414310-16414243-2296,0.8015247,0.6153455
542,414310-16414278-2297,1.0,0.5145666
543,414310-16414288-2298,0.782218,0.49043798
544,414310-16414291-2299,0.79375476,0.62179476
545,414310-16414294-2300,0.3898205,0.89520764
546,414310-16414297-2301,0.85700804,0.36598012
547,414310-16414303-2302,0.83382016,0.4547602
548,414310-16414311-2303,0.40226594,0.90727884
549,414310-16414311-2304,0.1560356,0.8238829
550,414310-16414311-2305,0.39632493,0.90513265
551,414310-16414314-2306,0.40604013,0.9147851
552,414310-16414317-2307,0.5707635,0.07693171
553,414310-16414325-2308,0.9999197,0.5145341
554,414310-16414348-2309,0.658164,0.09953831
555,414310-16414387-2310,0.57781947,0.048907585
556,414310-16414396-2311,0.2819891,0.5029993
557,414310-16414399-2312,0.28198797,0.5029975
558,414310-16414423-2313,0.30769613,0.50809956
559,414310-16414429-2314,0.30760524,0.5081439
560,414310-16414432-2315,0.708723,0.51558304
561,414310-16414454-2316,0.5774946,0.13174678
562,414310-16414457-2317,0.5896218,0.086815625
563,414310-16414460-2318,0.24715814,0.20150399
564,414310-16414460-2319,0.97347164,0.49671358
565,414310-16414463-2320,0.5866852,0.0812702
566,414310-16414466-2321,0.59794265,0.07519947
567,414310-16414481-2322,0.58537024,0.09122512
568,414310-16414481-2323,0.5771273,0.07866132
569,414310-16414485-2324,0.58728397,0.06949
570,414310-16414487-2325,0.6581621,0.099530175
571,414310-16414490-2326,0.58297414,0.073660746
572,414310-16414496-2327,0.5875847,0.049162105
573,414310-16414500-2328,0.5324167,0.11400123
574,414310-16414503-2329,0.39558527,0.91363806
575,414310-16414509-2330,0.65816253,0.09952629
576,414310-16414512-2331,0.58298117,0.052781623
577,414310-16414515-2332,0.57031554,0.039614294
578,414310-16414519-2333,0.5805208,0.041414984
579,414310-16414522-2334,0.56009424,0.03918394
580,414310-16414522-2335,0.553755,0.04019899
581,414310-16414534-2336,0.65816385,0.09953228
582,414310-16414534-2337,0.2868731,0.20333652
583,414310-16414537-2338,0.58310497,0.062036343
584,414310-16414545-2339,0.55093676,0.058960497
585,414310-16414645-2340,0.3169732,0.5222445
586,414310-16414648-2341,0.27606437,0.19342871
587,414310-16414651-2342,0.6306118,0.5614888
588,414310-16414660-2343,0.29069394,0.48919237
589,414310-16414664-2344,0.16151394,0.82375926
590,414310-16414664-2345,0.43972182,0.7681901
591,414310-16414667-2346,0.29002973,0.54677135
