id,x,y
1,0.4965538779884963,0.6402590406800719
10,0.44976674490879676,0.2550579682071211
100,0.7884058527333252,0.5035013498980108
101,0.1802679771903743,0.6208847064976857
102,0.21135839209228183,0.6205642000418795
103,0.1666649701152142,0.6876584440286669
104,0.5150936985321326,0.7811661531687816
105,0.12553469038888626,0.8576347104894142
106,0.13510546176925634,0.21499964367081478
107,0.1286924113221635,0.20018439244132324
108,0.6052015727897998,1.014676377631262
109,0.1573475346463998,0.7307925209715329
11,0.6681329376300396,0.1697038109383153
110,0.1345012719823552,0.6640606591618755
111,0.6031605913704249,0.583828842588305
112,0.5708968911971949,0.5779347029122487
113,0.5237195650704104,0.14033295030669432
114,0.5273588025459989,0.18568482430071842
115,0.5393872544545965,0.15889973898442278
116,0.6823051048363776,0.5226395574237414
117,0.6896078418855748,0.5006057075555208
118,0.4793925786797306,0.7817183453444647
119,-0.011421644188814875,0.6271664777181263
12,0.6689967780490346,0.10926076860867896
120,0.004899070152845598,0.6298154245764505
121,0.5881438075249972,0.9455864637852596
122,0.8710328069755053,0.467643594523184
123,0.8490429485762848,0.5111175933769136
124,0.8940551850727778,0.5105631144961339
125,0.8699006575456956,0.49205718771747714
126,0.8297775372967734,0.4581722374563084
127,0.8498023123756447,0.4230663205029409
128,0.85991976690271,0.6098943765232409
129,0.8775796189527111,0.6218932768192126
13,0.4455066909956352,0.3342420935662809
130,0.20842924876839367,0.6979622699999507
131,0.3822405481130689,0.8213555825848565
132,0.2936426908418667,0.8700801498937215
133,0.19219977042564892,0.869024057319453
134,0.36280204787389464,0.09992196684895398
135,0.3293263534665819,0.2017088556930185
136,0.3786952199847837,0.1023182401082484
137,0.34918202423032646,0.004776413997680736
138,0.36632900738394136,0.012899163742491273
139,0.3730887154154016,-0.019852441035543518
14,0.556658709180492,0.696312146676459
140,0.3694539794889129,0.2621972462829119
141,0.3588374239744333,0.21149298489762247
142,0.45788207593493513,0.08641220911777395
143,0.4646667076075873,0.020865452597112734
144,0.297193845312021,0.271626407854956
145,0.6284703823153596,0.9284120171492338
146,0.2880142006156398,1.0052843556743092
147,0.295442586079339,0.9845725779081549
148,0.33012572463961937,0.9391233016857061
149,0.432485947832266,0.556284215296133
15,0.30318214273110283,0.3808006695283906
150,0.44921918498013885,0.5429502679627326
151,0.47230269873454417,0.5279094262038034
152,0.023880344911019872,0.4081943810558308
153,0.0391331913366215,0.4269187440336559
154,0.011883460129601012,0.4967672149588949
155,0.6970830718323279,0.6506160437195172
156,0.23933891459419213,0.92529579843881
157,0.39973834387919716,0.8843205420620542
158,0.07953318912523583,0.4648165816262419
159,0.10762800003155588,0.45430467211769676
16,0.16649359103080502,0.7676415618649113
160,0.014549369593015825,0.57356413702928
161,0.1821510112369811,0.38907453590878543
162,0.4735035420285732,0.8752334200633426
17,0.2935644033285858,0.5896519814716739
18,0.5239004711667391,0.8284342975021445
19,0.2239906481589005,0.7437449044820827
2,0.714634214537131,0.11481115664157904
20,0.26303945282554936,0.7096064953006661
21,0.5623300518014416,0.8843774217609657
22,0.31464020787243685,0.7073891515490458
23,1.0066944614357656,0.14959175939203392
24,0.9683525614936205,0.2530184355819054
25,0.9872903698060815,0.25783966366136674
26,0.7550251355899319,0.3704183636938516
27,1.0285905039343437,0.16462077066735736
28,0.9917937829335547,0.1057984630325768
29,0.9944058026247727,0.08230514458040017
3,0.47596473264962713,0.18809232819539273
30,0.9333443325835994,0.31398456702356525
31,0.6115035533307116,0.3174859286477764
32,0.6407720622247686,0.40247462256167293
33,0.5398904895623474,0.4456810046538209
34,0.6004267244710726,0.3821928051905818
35,0.6041701480173054,0.8439400623323207
36,0.806478858386194,0.22994137949391952
37,0.6829341475526036,0.3386162581553479
38,0.7070332611354933,0.24670102829995075
39,0.6752450564133714,0.07609814591520454
4,0.7543396559359421,0.10650857425643186
40,0.4695282578683549,0.3577502530995048
41,0.6943883390956263,0.8285953215152587
42,0.3144495792484468,0.7745768502131138
43,0.4477737719381392,0.4142430273859887
44,0.3514171662087192,0.6557351651491438
45,0.26270646305681083,0.6670843191063339
46,0.44648370607834914,0.9641179419986214
47,0.6615299100963072,0.7755933682193513
48,0.692196633995615,0.770376231770791
49,0.6669738835027532,0.718046555175023
5,0.7401548145336869,0.18882559774653204
50,0.6689218890254434,0.6872251373993794
51,0.7217363038252688,0.7459279799488159
52,0.7090839655863322,0.7248720441284878
53,0.5264737467569849,0.5153115351538687
54,0.06519655482077756,0.6058112565372847
55,0.4493739118623895,0.6462379804138471
56,0.6252322928220404,0.5792578042679178
57,0.97636363429166,0.4380731290661311
58,0.09103239318093158,0.8037629975577122
59,0.31988456652821556,0.8659608276363912
6,0.7521869259949053,0.1993700202609078
60,0.9441214462194738,0.1555484706898749
61,0.5882135880769218,0.34715077738638617
62,0.3692549265559822,0.7513132500947193
63,0.4429809695733429,0.7924574486918363
64,0.5319616453457151,0.42735229029485405
65,0.9493910321497934,0.3582300089141966
66,0.9011597293805574,0.25444744939503566
67,0.9009399531220564,0.223383194049413
68,1.0276148776584113,0.32372216987173486
69,0.8750437034069128,0.1776753583547209
7,0.788862117811326,0.18334283939836182
70,1.0236133919827561,0.35021303180281765
71,0.8700716014250192,0.2330564931874119
72,0.9798272713620072,0.3558180224756354
73,0.6985796552359256,0.43278485626312135
74,0.15854353617842706,0.5617855881277202
75,0.22387084928438866,0.5585151064838919
76,0.5250345083383227,0.726028346877704
77,0.1823063919529746,0.5710268976936878
78,0.2593436961007292,0.6053410789606469
79,0.5490039909471129,0.9720042394436561
8,0.39025466801833886,0.2807665491259795
80,0.24215084544743398,0.4346282782211109
81,0.25588876070356525,0.39824694522701487
82,0.2533358583313854,0.3374888634045665
83,0.0895726281660215,0.5905962210669082
84,0.44773613394757367,0.7285286797924754
85,0.051686809480745895,0.7130021189307972
86,0.04542870938395813,0.7306172341880338
87,0.4087320141651565,0.648842354253826
88,0.9026456452211667,0.336244642228018
89,0.8378052291437659,0.3097237270106232
9,0.47754830053274255,0.16795171404537515
90,0.8256985035505171,0.2952286404263976
91,0.8218392191852348,0.371774822748888
92,0.7206168036160392,0.34135897174179464
93,0.521531113855659,0.24419354700491772
94,0.1223115684870718,0.724943543503682
95,0.10675645056454902,0.7651850103205075
96,0.357266517384369,0.47915934480736116
97,0.19300955003979153,0.7921717504709589
98,0.21829770090281134,0.8128211893955385
99,0.25622000676235623,0.8107945802807278
